,angx,angy,heading,elapsed,timestamp
5013,173.1,6.6,108.0,0.015,1681843780.56
5014,173.1,6.6,108.0,0.015,1681843780.64
5015,173.1,6.6,108.0,0.015,1681843780.72
5016,173.1,6.6,108.0,0.015,1681843780.80
5017,173.1,6.6,107.0,0.015,1681843780.88
5018,173.1,6.6,107.0,0.015,1681843780.96
5019,173.1,6.6,107.0,0.015,1681843781.04
5020,173.1,6.6,107.0,0.015,1681843781.12
5021,173.1,6.6,107.0,0.015,1681843781.20
5022,173.1,6.6,107.0,0.015,1681843781.28
5023,173.1,6.6,107.0,0.015,1681843781.36
5024,,,,,
5025,,,,,
5026,,,,,
5027,-15.6,-0.1,0.0,0.015,1681843781.42
5028,-6.4,6.7,-531.0,0.015,1681843781.50
5029,173.1,6.6,106.0,0.015,1681843781.58
5030,,,,,
5031,150.0,150.0,1500.0,0.015,1681843781.74
5032,-18.1,-0.1,0.0,0.015,1681843781.82
5033,173.1,6.6,106.0,0.015,1681843781.90
5034,173.1,6.6,106.0,0.015,1681843781.98
5035,173.1,6.6,105.0,0.015,1681843782.06
5036,173.1,6.6,105.0,0.015,1681843782.14
5037,173.1,6.6,105.0,0.015,1681843782.22
5038,173.1,6.6,105.0,0.015,1681843782.30
5039,173.1,6.6,105.0,0.015,1681843782.38
5040,173.1,6.6,105.0,0.015,1681843782.46
5041,173.1,6.6,105.0,0.015,1681843782.54
5042,173.1,6.6,104.0,0.015,1681843782.62
5043,,,,,
5044,,,,,
5045,173.1,6.6,104.0,0.015,1681843782.69
5046,,,,,
5047,150.0,150.0,1500.0,0.015,1681843782.85
5048,-15.6,-0.1,0.0,0.015,1681843782.93
5049,173.1,6.6,104.0,0.015,1681843783.01
5050,173.1,6.6,104.0,0.015,1681843783.09
5051,173.1,6.6,104.0,0.015,1681843783.17
5052,173.1,6.6,103.0,0.015,1681843783.25
5053,173.2,6.6,103.0,0.015,1681843783.33
5054,173.1,6.6,103.0,0.015,1681843783.41
5055,173.1,6.6,103.0,0.015,1681843783.49
5056,173.1,6.6,103.0,0.015,1681843783.57
5057,173.1,6.6,103.0,0.015,1681843783.65
5058,173.1,6.6,103.0,0.015,1681843783.73
5059,173.1,6.6,103.0,0.015,1681843783.81
5060,173.1,6.6,102.0,0.015,1681843783.89
5061,173.1,6.6,102.0,0.015,1681843783.97
5062,-6.5,6.7,-531.0,0.0,1681843784.00
5063,-23.1,-0.1,0.0,0.015,1681843784.08
5064,173.1,6.6,102.0,0.015,1681843784.16
5065,173.1,6.6,102.0,0.015,1681843784.24
5066,173.1,6.6,102.0,0.015,1681843784.32
5067,173.1,6.6,102.0,0.015,1681843784.40
5068,173.1,6.6,101.0,0.015,1681843784.48
5069,173.1,6.6,101.0,0.015,1681843784.56
5070,173.1,6.6,101.0,0.015,1681843784.64
5071,173.1,6.6,101.0,0.015,1681843784.72
5072,173.1,6.6,101.0,0.016,1681843784.80
5073,173.1,6.6,101.0,0.016,1681843784.88
5074,173.1,6.6,101.0,0.016,1681843784.96
5075,173.1,6.6,100.0,0.015,1681843785.04
5076,173.1,6.6,100.0,0.015,1681843785.12
5077,173.1,6.6,100.0,0.016,1681843785.20
5078,173.1,6.6,100.0,0.015,1681843785.28
5079,173.1,6.6,100.0,0.015,1681843785.36
5080,173.1,6.6,100.0,0.015,1681843785.44
5081,,,,,
5082,-6.4,6.6,-530.0,0.015,1681843785.53
5083,173.1,6.6,100.0,0.014,1681843785.61
5084,173.1,6.6,99.0,0.016,1681843785.69
5085,173.1,6.6,99.0,0.015,1681843785.77
5086,173.1,6.6,99.0,0.015,1681843785.85
5087,173.1,6.6,99.0,0.015,1681843785.93
5088,173.1,6.6,99.0,0.015,1681843786.01
5089,173.1,6.6,99.0,0.015,1681843786.09
5090,173.1,6.6,99.0,0.015,1681843786.17
5091,173.1,6.6,98.0,0.015,1681843786.25
5092,173.1,6.6,98.0,0.015,1681843786.33
5093,173.1,6.6,98.0,0.015,1681843786.41
5094,173.1,6.6,98.0,0.015,1681843786.49
5095,173.1,6.6,98.0,0.016,1681843786.57
5096,173.1,6.6,98.0,0.016,1681843786.65
5097,173.1,7.2,100.0,0.016,1681843786.73
5098,172.4,6.7,101.0,0.016,1681843786.81
5099,172.5,7.0,101.0,0.016,1681843786.89
5100,172.9,6.9,97.0,0.015,1681843786.97
5101,172.8,6.8,97.0,0.015,1681843787.05
5102,173.0,6.9,97.0,0.015,1681843787.13
5103,173.0,5.7,98.0,0.015,1681843787.21
5104,172.4,6.3,101.0,0.015,1681843787.29
5105,170.3,6.2,104.0,0.015,1681843787.37
5106,178.9,-7.0,96.0,0.015,1681843787.45
5107,-174.1,-14.5,95.0,0.015,1681843787.53
5108,-168.4,-20.2,95.0,0.015,1681843787.61
5109,-162.3,-27.6,96.0,0.015,1681843787.69
5110,-157.3,-28.8,100.0,0.015,1681843787.77
5111,-153.7,-31.9,102.0,0.015,1681843787.85
5112,-152.2,-33.7,101.0,0.015,1681843787.93
5113,-153.0,-27.5,100.0,0.015,1681843788.01
5114,-152.7,-27.0,99.0,0.015,1681843788.09
5115,-151.6,-30.1,98.0,0.015,1681843788.17
5116,-151.2,-32.4,99.0,0.015,1681843788.25
5117,-152.0,-29.5,98.0,0.015,1681843788.33
5118,-152.8,-26.3,96.0,0.015,1681843788.41
5119,-18.1,-0.1,0.0,0.0,1681843788.48
5120,-151.4,-31.7,102.0,0.015,1681843788.56
5121,-151.6,-29.5,102.0,0.015,1681843788.64
5122,-153.2,-27.0,102.0,0.015,1681843788.72
5123,-153.6,-26.5,103.0,0.015,1681843788.80
5124,-157.2,-28.8,104.0,0.015,1681843788.88
5125,-172.5,-25.1,102.0,0.015,1681843788.96
5126,-178.3,-15.5,100.0,0.015,1681843789.04
5127,179.7,-11.4,100.0,0.015,1681843789.12
5128,179.3,-7.9,99.0,0.015,1681843789.20
5129,-178.7,-9.2,99.0,0.015,1681843789.28
5130,-173.5,-10.0,101.0,0.016,1681843789.36
5131,-168.2,-8.8,104.0,0.016,1681843789.44
5132,-165.0,-4.6,106.0,0.016,1681843789.52
5133,-163.4,-1.4,106.0,0.016,1681843789.60
5134,-162.3,1.1,107.0,0.016,1681843789.68
5135,-154.8,2.9,105.0,0.016,1681843789.76
5136,-151.8,7.7,102.0,0.015,1681843789.84
5137,-155.2,13.0,99.0,0.016,1681843789.92
5138,,,,,
5139,-157.8,12.7,99.0,0.015,1681843790.06
5140,-158.8,11.7,99.0,0.015,1681843790.14
5141,-158.8,11.5,99.0,0.015,1681843790.22
5142,-159.4,11.9,98.0,0.015,1681843790.30
5143,-160.6,12.9,96.0,0.015,1681843790.38
5144,-161.1,12.2,96.0,0.015,1681843790.46
5145,-161.0,11.7,95.0,0.015,1681843790.54
5146,-160.3,11.1,95.0,0.015,1681843790.62
5147,-160.0,11.0,95.0,0.015,1681843790.70
5148,-160.3,11.2,95.0,0.015,1681843790.78
5149,-160.3,11.5,94.0,0.015,1681843790.86
5150,-160.1,11.7,94.0,0.015,1681843790.94
5151,-160.1,11.9,94.0,0.016,1681843791.02
5152,-160.2,12.3,94.0,0.016,1681843791.10
5153,-160.3,12.8,94.0,0.016,1681843791.18
5154,-160.3,13.0,93.0,0.016,1681843791.26
5155,-159.7,12.9,93.0,0.015,1681843791.34
5156,-159.2,13.5,92.0,0.015,1681843791.42
5157,-159.2,13.1,92.0,0.015,1681843791.50
5158,-159.1,13.3,92.0,0.015,1681843791.58
5159,-158.8,13.6,92.0,0.015,1681843791.66
5160,-158.5,12.4,92.0,0.015,1681843791.74
5161,-158.1,9.2,93.0,0.015,1681843791.82
5162,-158.0,10.3,93.0,0.015,1681843791.90
5163,-157.8,12.5,92.0,0.016,1681843791.98
5164,-157.5,14.5,91.0,0.016,1681843792.06
5165,-157.1,16.7,89.0,0.015,1681843792.14
5166,-156.8,16.7,88.0,0.016,1681843792.22
5167,-156.1,17.0,88.0,0.016,1681843792.30
5168,-155.5,18.0,87.0,0.016,1681843792.38
5169,-154.7,17.4,87.0,0.016,1681843792.46
5170,-153.6,15.4,87.0,0.016,1681843792.54
5171,-152.7,14.0,88.0,0.015,1681843792.62
5172,-152.9,14.3,88.0,0.015,1681843792.70
5173,-153.0,14.5,88.0,0.015,1681843792.78
5174,-152.7,14.4,88.0,0.015,1681843792.86
5175,-152.3,15.0,87.0,0.015,1681843792.94
5176,-151.9,15.0,87.0,0.015,1681843793.02
5177,,,,,
5178,,,,,
5179,,,,,
5180,150.0,150.0,1500.0,0.015,1681843793.15
5181,-10.6,-0.1,0.0,0.015,1681843793.23
5182,-11.5,-26.4,-495.0,0.015,1681843793.31
5183,-148.3,14.0,89.0,0.015,1681843793.39
5184,-148.9,13.2,90.0,0.015,1681843793.47
5185,-150.3,12.8,90.0,0.015,1681843793.55
5186,-151.9,11.8,89.0,0.015,1681843793.63
5187,-154.3,10.7,89.0,0.015,1681843793.71
5188,-154.6,9.2,89.0,0.016,1681843793.79
5189,-155.2,7.3,89.0,0.016,1681843793.87
5190,-155.4,3.6,90.0,0.016,1681843793.95
5191,-157.0,3.6,90.0,0.016,1681843794.03
5192,-157.6,2.0,91.0,0.016,1681843794.11
5193,-159.3,1.2,91.0,0.015,1681843794.19
5194,-160.0,-1.5,92.0,0.015,1681843794.27
5195,-159.6,-4.3,96.0,0.015,1681843794.35
5196,,,,,
5197,4.1,-22.1,-405.0,0.015,1681843794.45
5198,-159.6,-11.1,95.0,0.015,1681843794.53
5199,-162.9,-13.0,93.0,0.016,1681843794.61
5200,-165.1,-15.0,91.0,0.015,1681843794.68
5201,-166.3,-18.7,91.0,0.015,1681843794.76
5202,-166.8,-19.7,93.0,0.015,1681843794.84
5203,-168.8,-18.3,92.0,0.015,1681843794.93
5204,-171.1,-18.3,90.0,0.015,1681843795.01
5205,-172.8,-19.3,89.0,0.015,1681843795.09
5206,-174.5,-19.8,89.0,0.015,1681843795.17
5207,-176.0,-19.9,88.0,0.015,1681843795.25
5208,-176.9,-21.2,87.0,0.015,1681843795.33
5209,-177.6,-22.3,86.0,0.015,1681843795.41
5210,-179.4,-22.8,85.0,0.016,1681843795.49
5211,178.9,-23.0,84.0,0.016,1681843795.57
5212,174.0,-20.4,82.0,0.016,1681843795.65
5213,171.2,-22.3,81.0,0.015,1681843795.73
5214,168.0,-23.2,80.0,0.016,1681843795.81
5215,,,,,
5216,-21.5,-0.1,0.0,0.016,1681843795.92
5217,161.1,-27.7,77.0,0.016,1681843796.00
5218,159.2,-30.0,75.0,0.016,1681843796.08
5219,157.6,-31.4,74.0,0.015,1681843796.16
5220,155.9,-31.1,73.0,0.015,1681843796.24
5221,154.5,-34.0,72.0,0.015,1681843796.32
5222,152.6,-37.5,71.0,0.015,1681843796.40
5223,151.7,-41.2,70.0,0.015,1681843796.48
5224,148.9,-43.4,67.0,0.015,1681843796.56
5225,144.6,-43.9,65.0,0.015,1681843796.64
5226,140.3,-43.1,62.0,0.015,1681843796.72
5227,137.2,-42.0,59.0,0.015,1681843796.80
5228,133.2,-41.5,55.0,0.015,1681843796.88
5229,129.0,-43.3,50.0,0.016,1681843796.96
5230,123.9,-42.4,45.0,0.016,1681843797.04
5231,124.1,-39.3,48.0,0.016,1681843797.12
5232,125.0,-33.5,59.0,0.016,1681843797.20
5233,124.8,-33.7,56.0,0.016,1681843797.28
5234,121.6,-34.8,53.0,0.015,1681843797.36
5235,120.0,-34.8,50.0,0.015,1681843797.44
5236,118.8,-34.3,49.0,0.015,1681843797.52
5237,119.4,-33.7,50.0,0.015,1681843797.60
5238,122.7,-33.7,56.0,0.015,1681843797.68
5239,123.5,-34.4,56.0,0.015,1681843797.76
5240,123.1,-34.7,55.0,0.015,1681843797.84
5241,122.4,-33.4,54.0,0.015,1681843797.92
5242,121.5,-34.2,51.0,0.016,1681843798.00
5243,121.0,-33.3,50.0,0.016,1681843798.08
5244,121.4,-33.7,51.0,0.016,1681843798.16
5245,122.5,-33.7,53.0,0.016,1681843798.24
5246,123.0,-33.4,53.0,0.016,1681843798.32
5247,124.1,-34.3,53.0,0.016,1681843798.40
5248,123.7,-38.1,47.0,0.016,1681843798.48
5249,121.9,-39.6,44.0,0.016,1681843798.56
5250,122.0,-38.3,45.0,0.016,1681843798.64
5251,122.6,-38.1,46.0,0.015,1681843798.72
5252,123.5,-38.2,47.0,0.015,1681843798.80
5253,-21.5,-0.1,0.0,0.0,1681843798.86
5254,121.9,-39.3,43.0,0.015,1681843798.94
5255,121.9,-40.0,43.0,0.015,1681843799.02
5256,122.8,-39.2,44.0,0.015,1681843799.10
5257,123.1,-39.2,44.0,0.015,1681843799.18
5258,120.8,-41.1,38.0,0.015,1681843799.26
5259,119.9,-42.1,35.0,0.016,1681843799.34
5260,120.2,-41.5,36.0,0.016,1681843799.42
5261,121.2,-40.1,39.0,0.016,1681843799.50
5262,120.4,-41.7,34.0,0.015,1681843799.58
5263,115.6,-43.6,23.0,0.015,1681843799.66
5264,118.9,-42.9,21.0,0.015,1681843799.74
5265,126.6,-39.4,24.0,0.015,1681843799.82
5266,135.7,-35.0,33.0,0.015,1681843799.90
5267,145.3,-27.0,47.0,0.015,1681843799.98
5268,150.9,-17.6,53.0,0.015,1681843800.06
5269,155.4,-12.0,58.0,0.015,1681843800.14
5270,159.3,-9.2,62.0,0.015,1681843800.22
5271,162.8,-7.8,64.0,0.015,1681843800.30
5272,,,,,
5273,-30.7,-0.1,0.0,0.016,1681843800.43
5274,163.7,-7.8,64.0,0.015,1681843800.51
5275,165.2,-9.1,60.0,0.016,1681843800.59
5276,165.1,-11.5,58.0,0.016,1681843800.67
5277,164.5,-15.1,59.0,0.016,1681843800.75
5278,161.5,-19.2,58.0,0.016,1681843800.83
5279,162.9,-20.1,58.0,0.016,1681843800.91
5280,164.8,-19.6,60.0,0.016,1681843800.99
5281,166.2,-18.8,60.0,0.016,1681843801.07
5282,165.7,-18.4,59.0,0.016,1681843801.15
5283,166.5,-18.1,57.0,0.016,1681843801.23
5284,169.4,-17.7,58.0,0.015,1681843801.31
5285,170.2,-16.7,58.0,0.015,1681843801.39
5286,170.9,-15.6,58.0,0.015,1681843801.47
5287,172.0,-15.3,58.0,0.016,1681843801.55
5288,172.6,-14.3,58.0,0.016,1681843801.63
5289,172.7,-13.9,57.0,0.015,1681843801.71
5290,173.2,-12.6,57.0,0.015,1681843801.79
5291,,,,,
5292,174.4,-9.2,57.0,0.015,1681843801.93
5293,175.3,-7.8,57.0,0.015,1681843802.01
5294,175.6,-6.9,57.0,0.015,1681843802.09
5295,176.2,-7.0,56.0,0.015,1681843802.17
5296,174.6,-5.1,55.0,0.015,1681843802.25
5297,173.3,-5.4,53.0,0.015,1681843802.33
5298,173.0,-5.0,53.0,0.015,1681843802.41
5299,172.8,-3.3,50.0,0.016,1681843802.49
5300,172.8,-3.6,47.0,0.016,1681843802.57
5301,173.6,-4.5,43.0,0.016,1681843802.65
5302,174.3,-4.4,40.0,0.015,1681843802.73
5303,175.2,-4.7,37.0,0.015,1681843802.81
5304,175.8,-4.5,32.0,0.015,1681843802.89
5305,176.4,-4.3,27.0,0.015,1681843802.97
5306,177.1,-3.4,24.0,0.015,1681843803.05
5307,178.4,-3.4,20.0,0.015,1681843803.13
5308,179.8,-3.0,18.0,0.015,1681843803.21
5309,-179.0,-2.3,14.0,0.016,1681843803.29
5310,-179.1,-1.6,11.0,0.016,1681843803.37
5311,,,,,
5312,,,,,
5313,4.5,-4.0,-555.0,0.0,1681843803.42
5314,-17.3,-0.1,0.0,0.015,1681843803.49
5315,4.7,-4.1,-510.0,0.016,1681843803.57
5316,-173.8,-3.0,5.0,0.016,1681843803.65
5317,,,,,
5318,-175.2,-2.8,2.0,0.016,1681843803.81
5319,-175.5,-3.0,1.0,0.015,1681843803.89
5320,-175.1,-3.5,359.0,0.015,1681843803.97
5321,-175.1,-3.6,358.0,0.015,1681843804.05
5322,-175.3,-3.8,357.0,0.015,1681843804.13
5323,-175.0,-4.3,356.0,0.015,1681843804.21
5324,-175.1,-4.4,356.0,0.015,1681843804.29
5325,-175.6,-3.5,356.0,0.015,1681843804.37
5326,-175.4,-3.8,354.0,0.015,1681843804.45
5327,-173.8,-5.6,353.0,0.015,1681843804.53
5328,-173.5,-5.1,352.0,0.015,1681843804.61
5329,-173.3,-4.5,351.0,0.015,1681843804.69
5330,,,,,
5331,150.0,150.0,1500.0,0.015,1681843804.77
5332,-25.6,-0.1,0.0,0.015,1681843804.85
5333,-171.5,-5.1,349.0,0.015,1681843804.93
5334,-171.7,-5.4,347.0,0.015,1681843805.01
5335,-171.5,-6.0,347.0,0.015,1681843805.09
5336,-170.1,-6.5,348.0,0.016,1681843805.17
5337,-169.3,-6.7,348.0,0.016,1681843805.25
5338,-168.4,-7.0,350.0,0.015,1681843805.33
5339,-168.3,-6.7,351.0,0.016,1681843805.41
5340,-168.4,-6.0,351.0,0.015,1681843805.49
5341,-168.6,-5.1,352.0,0.015,1681843805.57
5342,-169.1,-5.0,352.0,0.015,1681843805.65
5343,-169.0,-5.2,352.0,0.015,1681843805.73
5344,-169.0,-5.1,352.0,0.015,1681843805.81
5345,-169.1,-4.4,352.0,0.016,1681843805.89
5346,-168.8,-4.7,352.0,0.016,1681843805.97
5347,-168.5,-4.8,353.0,0.016,1681843806.05
5348,-168.3,-4.2,354.0,0.015,1681843806.13
5349,,,,,
5350,,,,,
5351,,,,,
5352,150.0,150.0,1500.0,0.016,1681843806.32
5353,-20.6,-0.1,0.0,0.015,1681843806.40
5354,-171.3,0.7,358.0,0.016,1681843806.48
5355,-171.4,0.8,358.0,0.016,1681843806.56
5356,-171.4,0.8,358.0,0.016,1681843806.64
5357,-171.1,0.7,358.0,0.016,1681843806.72
5358,-171.1,0.7,357.0,0.016,1681843806.80
5359,-170.9,0.4,357.0,0.016,1681843806.88
5360,-170.9,0.1,357.0,0.016,1681843806.96
5361,-170.7,-0.1,356.0,0.016,1681843807.04
5362,-170.9,0.1,356.0,0.016,1681843807.12
5363,-170.9,0.0,356.0,0.016,1681843807.20
5364,-171.5,1.4,357.0,0.016,1681843807.28
5365,-171.4,1.2,357.0,0.016,1681843807.36
5366,-171.8,1.2,357.0,0.015,1681843807.44
5367,-171.9,0.8,357.0,0.015,1681843807.52
5368,-172.7,0.9,358.0,0.015,1681843807.60
5369,-173.2,1.0,358.0,0.015,1681843807.68
5370,-173.4,1.0,358.0,0.015,1681843807.76
5371,-173.7,1.1,358.0,0.016,1681843807.84
5372,-173.9,0.7,358.0,0.016,1681843807.92
5373,-173.6,1.0,359.0,0.016,1681843808.00
5374,-173.1,1.2,0.0,0.016,1681843808.08
5375,-172.8,0.4,1.0,0.015,1681843808.16
5376,-171.6,-0.8,2.0,0.015,1681843808.24
5377,-170.2,-2.7,4.0,0.015,1681843808.32
5378,-169.4,-2.8,7.0,0.015,1681843808.40
5379,-169.8,-2.6,10.0,0.016,1681843808.48
5380,-168.6,-3.7,12.0,0.016,1681843808.56
5381,-167.4,-3.6,14.0,0.016,1681843808.64
5382,-166.7,-3.9,16.0,0.015,1681843808.72
5383,-166.9,-4.3,16.0,0.015,1681843808.80
5384,-166.7,-5.0,17.0,0.015,1681843808.88
5385,-165.5,-5.5,17.0,0.015,1681843808.96
5386,-164.5,-5.8,19.0,0.016,1681843809.04
5387,-16.4,-0.1,0.0,0.0,1681843809.10
5388,-164.8,-6.2,19.0,0.016,1681843809.18
5389,-165.0,-6.1,18.0,0.016,1681843809.26
5390,-165.7,-4.7,18.0,0.015,1681843809.34
5391,-167.0,-4.3,15.0,0.015,1681843809.42
5392,-168.0,-5.7,14.0,0.015,1681843809.50
5393,-168.3,-5.7,14.0,0.015,1681843809.58
5394,-165.2,-7.5,12.0,0.015,1681843809.66
5395,-163.3,-13.0,14.0,0.016,1681843809.74
5396,-161.5,-16.2,14.0,0.016,1681843809.82
5397,-142.9,-15.1,16.0,0.016,1681843809.90
5398,-141.7,-15.2,17.0,0.015,1681843809.98
5399,-138.6,-15.8,18.0,0.016,1681843810.06
5400,-138.7,-13.2,19.0,0.015,1681843810.14
5401,-138.4,-10.4,18.0,0.015,1681843810.22
5402,-133.6,-9.0,18.0,0.015,1681843810.30
5403,-133.7,-9.5,14.0,0.015,1681843810.38
5404,-135.6,-11.8,12.0,0.015,1681843810.46
5405,-145.4,-14.0,10.0,0.015,1681843810.54
5406,,,,,
5407,150.0,150.0,1500.0,0.012,1681843810.64
5408,-25.6,-0.1,0.0,0.015,1681843810.72
5409,-156.8,-14.3,9.0,0.016,1681843810.80
5410,-157.4,-14.5,10.0,0.016,1681843810.88
5411,-160.7,-10.3,9.0,0.016,1681843810.96
5412,-161.8,-8.5,8.0,0.016,1681843811.04
5413,-163.7,-7.1,7.0,0.015,1681843811.12
5414,-164.2,-6.6,7.0,0.015,1681843811.20
5415,-165.7,-5.1,7.0,0.015,1681843811.28
5416,-166.5,-5.1,7.0,0.016,1681843811.36
5417,-169.0,-6.1,7.0,0.016,1681843811.44
5418,-171.3,-5.9,9.0,0.015,1681843811.52
5419,-174.8,-4.8,11.0,0.015,1681843811.60
5420,-174.4,-6.5,9.0,0.016,1681843811.68
5421,-174.1,-5.2,10.0,0.015,1681843811.76
5422,-173.3,-5.4,10.0,0.015,1681843811.84
5423,-172.2,-5.0,11.0,0.015,1681843811.92
5424,-171.0,-4.9,12.0,0.015,1681843812.00
5425,,,,,
5426,,,,,
5427,-169.1,-5.6,13.0,0.015,1681843812.21
5428,-170.1,-6.1,12.0,0.016,1681843812.29
5429,-170.4,-6.6,11.0,0.016,1681843812.37
5430,-170.8,-5.5,10.0,0.016,1681843812.45
5431,-170.6,-5.9,9.0,0.015,1681843812.53
5432,-170.7,-5.6,8.0,0.016,1681843812.61
5433,-170.1,-6.4,6.0,0.016,1681843812.69
5434,-169.7,-6.1,6.0,0.015,1681843812.77
5435,-169.1,-6.0,6.0,0.015,1681843812.85
5436,-168.7,-5.6,3.0,0.015,1681843812.93
5437,-168.9,-5.7,1.0,0.015,1681843813.01
5438,-168.9,-5.4,2.0,0.015,1681843813.09
5439,-168.5,-5.4,1.0,0.015,1681843813.17
5440,-168.3,-4.6,2.0,0.016,1681843813.25
5441,-168.7,-3.9,2.0,0.015,1681843813.33
5442,-168.5,-3.7,2.0,0.016,1681843813.41
5443,-168.5,-3.4,2.0,0.016,1681843813.49
5444,-168.6,-3.1,1.0,0.015,1681843813.57
5445,,,,,
5446,,,,,
5447,5.2,-11.6,-523.0,0.0,1681843813.61
5448,-19.8,-0.1,0.0,0.015,1681843813.68
5449,2.3,-10.8,-523.0,0.015,1681843813.76
5450,-168.5,-2.7,1.0,0.015,1681843813.84
5451,,,,,
5452,-168.1,-3.1,0.0,0.016,1681843814.00
5453,-168.4,-2.8,1.0,0.016,1681843814.08
5454,-168.0,-2.7,1.0,0.016,1681843814.16
5455,-167.9,-1.7,2.0,0.015,1681843814.24
5456,-167.8,-1.0,2.0,0.015,1681843814.32
5457,-167.7,-0.8,2.0,0.015,1681843814.40
5458,-167.3,-1.2,2.0,0.016,1681843814.48
5459,-167.5,-1.4,1.0,0.015,1681843814.56
5460,-167.9,-1.7,0.0,0.015,1681843814.64
5461,-168.0,-1.8,0.0,0.015,1681843814.72
5462,-168.1,-2.1,0.0,0.015,1681843814.80
5463,-168.1,-1.4,0.0,0.015,1681843814.88
5464,,,,,
5465,-168.0,-0.2,0.0,0.015,1681843814.94
5466,,,,,
5467,-167.6,-0.1,0.0,0.016,1681843815.10
5468,-167.4,-0.6,359.0,0.016,1681843815.18
5469,-167.4,-0.7,359.0,0.015,1681843815.26
5470,-167.3,-0.4,359.0,0.015,1681843815.34
5471,-167.4,-0.2,359.0,0.015,1681843815.42
5472,-167.0,-0.9,359.0,0.015,1681843815.50
5473,-167.0,-0.5,359.0,0.015,1681843815.58
5474,-167.8,-0.1,358.0,0.015,1681843815.66
5475,-168.0,-0.5,358.0,0.016,1681843815.74
5476,-168.2,0.3,358.0,0.016,1681843815.82
5477,-168.1,0.5,358.0,0.016,1681843815.90
5478,-168.0,1.0,358.0,0.016,1681843815.98
5479,-167.7,1.0,358.0,0.016,1681843816.06
5480,-167.3,1.0,358.0,0.015,1681843816.14
5481,-167.7,1.5,357.0,0.015,1681843816.22
5482,-168.0,2.6,357.0,0.015,1681843816.30
5483,,,,,
5484,,,,,
5485,150.0,150.0,1500.0,0.015,1681843816.38
5486,-25.6,-0.1,0.0,0.015,1681843816.46
5487,-3.8,-12.0,-523.0,0.015,1681843816.54
5488,-167.8,3.4,357.0,0.015,1681843816.62
5489,-167.7,4.5,358.0,0.015,1681843816.70
5490,-167.5,5.5,359.0,0.016,1681843816.78
5491,-167.9,6.2,1.0,0.016,1681843816.86
5492,-167.6,6.2,1.0,0.016,1681843816.94
5493,-167.7,5.9,0.0,0.016,1681843817.02
5494,-168.6,5.7,1.0,0.016,1681843817.10
5495,-170.1,5.1,1.0,0.016,1681843817.18
5496,-170.8,4.8,0.0,0.015,1681843817.26
5497,-170.4,3.6,359.0,0.015,1681843817.34
5498,-170.7,3.5,359.0,0.015,1681843817.42
5499,-170.7,3.2,0.0,0.015,1681843817.50
5500,-171.0,3.9,1.0,0.015,1681843817.58
5501,-170.7,4.5,4.0,0.015,1681843817.66
5502,-169.4,4.1,8.0,0.015,1681843817.74
5503,-168.1,3.0,14.0,0.015,1681843817.82
5504,-167.2,3.6,20.0,0.016,1681843817.90
5505,-166.3,5.2,26.0,0.016,1681843817.98
5506,-167.3,8.8,31.0,0.016,1681843818.06
5507,-167.7,9.8,34.0,0.016,1681843818.14
5508,-168.6,9.6,37.0,0.015,1681843818.22
5509,-169.5,9.4,40.0,0.015,1681843818.30
5510,-172.3,10.4,43.0,0.015,1681843818.38
5511,-176.0,10.5,46.0,0.015,1681843818.46
5512,-178.2,9.3,48.0,0.015,1681843818.54
5513,179.3,7.2,51.0,0.015,1681843818.62
5514,176.3,6.4,55.0,0.016,1681843818.70
5515,175.5,4.8,56.0,0.016,1681843818.78
5516,176.3,3.7,58.0,0.015,1681843818.86
5517,177.8,2.5,58.0,0.015,1681843818.94
5518,177.8,0.8,60.0,0.016,1681843819.02
5519,178.7,-1.0,62.0,0.016,1681843819.10
5520,179.7,-1.0,64.0,0.016,1681843819.18
5521,-18.1,-0.1,0.0,0.0,1681843819.25
5522,177.4,2.1,66.0,0.015,1681843819.33
5523,177.5,3.6,68.0,0.015,1681843819.41
5524,178.5,5.1,69.0,0.015,1681843819.49
5525,178.3,5.8,70.0,0.015,1681843819.57
5526,177.7,7.1,69.0,0.016,1681843819.65
5527,177.7,6.3,69.0,0.016,1681843819.73
5528,176.6,6.6,72.0,0.016,1681843819.81
5529,175.0,5.6,71.0,0.016,1681843819.89
5530,172.6,4.6,69.0,0.015,1681843819.97
5531,167.7,6.7,68.0,0.016,1681843820.05
5532,168.4,7.1,65.0,0.016,1681843820.13
5533,168.2,7.2,65.0,0.016,1681843820.21
5534,168.8,7.1,64.0,0.016,1681843820.29
5535,169.5,6.3,63.0,0.016,1681843820.37
5536,169.7,6.6,63.0,0.016,1681843820.45
5537,170.3,6.7,62.0,0.016,1681843820.53
5538,171.0,6.9,60.0,0.016,1681843820.61
5539,171.1,6.6,61.0,0.015,1681843820.69
5540,,,,,
5541,150.0,150.0,1500.0,0.011,1681843820.78
5542,,,,,
5543,170.1,7.3,59.0,0.016,1681843820.94
5544,170.1,7.4,59.0,0.015,1681843821.02
5545,170.2,7.5,59.0,0.015,1681843821.10
5546,170.2,7.6,59.0,0.015,1681843821.18
5547,170.3,7.6,59.0,0.015,1681843821.26
5548,170.3,7.6,58.0,0.015,1681843821.34
5549,170.4,7.6,58.0,0.015,1681843821.42
5550,170.4,7.6,58.0,0.015,1681843821.50
5551,170.4,7.7,58.0,0.016,1681843821.58
